name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,ic50,ec50,pec50,cell_line,exposure_time_h
"s_10.1021_FS_nl0730155_PC_derived:162,163,164",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:165,166,167",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:168,169,170",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:171,172,173",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:174,175,176",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:177,178,179",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:180,181,182",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:183,184,185",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:186,187,188",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:189,190,191",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:192,193,194",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:195,196,197",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:198,199,200",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:201,202,203",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:204,205,206",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:207,208,209",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:210,211,212",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:213,214,215",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:216,217,218",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:219,220,221",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:222,223,224",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:225,226,227",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:228,229,230",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:231,232,233",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:234,235,236",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:237,238,239",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:240,241,242",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:243,244,245",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:246,247,248",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:249,250,251",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:252,253,254",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:255,256,257",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:258,259,260",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:261,262,263",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:264,265,266",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:267,268,269",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:270,271,272",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:273,274,275",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:276,277,278",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:279,280,281",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:282,283,284",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:285,286,287",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:288,289,290",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:291,292,293",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:294,295,296",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:297,298,299",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:300,301,302",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
