name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,ic50,ec50,pec50,cell_line,exposure_time_h
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,19.55,,4.708853238268114,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,15.82,,4.800793520838342,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,11.02,,4.957818405484233,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,25.42,,4.59482445378201,ENM_0000068_SECTION,
NM-111 (ZnO 141 nm),Zinc Oxide,141.0,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,88.89,,4.051147093800287,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,75.6,,4.121478204498794,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,28.0,,4.552841968657781,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,25.0,,4.6020599913279625,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,76.7,,4.115204636051019,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,25.5,,4.5934598195660445,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,24.9,,4.603800652904264,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,78.5,,4.105130343254747,ENM_0000068_SECTION,
NM-203 (silica 24.7 nm),Silicon Dioxide,24.7,,,,nanoreg_mined,,90.3,,4.044312249686494,ENM_0000068_SECTION,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,,,nanoreg_mined,,54.4,,4.2644011003018205,ENM_0000068_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,2.68,5.5718652059712115,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,15.65,4.805485658117533,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,5.48,5.261219441515631,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,4.57,5.34008379993015,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,22.22,4.653255945395151,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,10.07,4.996970529446382,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,32.32,4.4905286478974515,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,106.03,3.974571238592759,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,61.2,4.213248577854439,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,89.32,4.0490512856006,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,281.47,3.550567886882832,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,131.14,3.8822648206695036,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.04,7.3979400086720375,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,8.72,5.059483515067432,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.6,6.221848749616356,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.11,6.958607314841775,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,18.28,4.738023808602187,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,1.44,5.841637507904751,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.52,6.2839966563652006,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.63,6.200659450546418,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.57,6.2441251443275085,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.71,6.1487416512809245,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.83,6.080921907623926,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.76,6.119186407719209,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,1.48,5.8297382846050425,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,12.98,4.88672530753565,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,4.38,5.3585258894959,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,19.24,4.715794932298206,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,132.93,3.8763769952487257,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,50.57,4.296107046367456,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.004,8.397940008672037,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.089,7.050609993355088,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.02,7.698970004336019,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.021,7.6777807052660805,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.23,6.638272163982407,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,,0.07,7.154901959985743,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.001,9.0,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,2.35,5.628932137728264,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.05,7.301029995663981,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.006,8.221848749616356,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,9.4,5.026872146400302,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.25,6.6020599913279625,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,100.0,4.0,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,3.95,5.403402904373539,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,20.41,4.69015699528393,EC_DAPHNIATOX_SECTION,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,,,nanoreg_mined,,,103.9,3.9833844524428224,EC_DAPHNIATOX_SECTION,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,,,nanoreg_mined,,,3.58,5.446116973356125,EC_DAPHNIATOX_SECTION,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,,,nanoreg_mined,,,1399.0,,EC_DAPHNIATOX_SECTION,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,,,nanoreg_mined,,,22.26,4.65247484000131,EC_DAPHNIATOX_SECTION,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,,,nanoreg_mined,,,100.0,4.0,EC_DAPHNIATOX_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,,108.8,3.963371104637839,EC_DAPHNIATOX_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,,63.4,4.1979107421182675,EC_DAPHNIATOX_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,,152.6,3.8164454663811385,EC_DAPHNIATOX_SECTION,
NM-400 (MWCNT 13.6 nm),Multi-Walled Carbon Nanotube,13.6,,,,nanoreg_mined,,,106.6,3.972242795309447,EC_DAPHNIATOX_SECTION,
NM-401 (MWCNT 64.2 nm),Multi-Walled Carbon Nanotube,64.2,,,,nanoreg_mined,,,100.0,4.0,EC_DAPHNIATOX_SECTION,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,,,nanoreg_mined,,,94.7,4.023650020996727,EC_DAPHNIATOX_SECTION,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,,,nanoreg_mined,,,4.4,5.356547323513812,EC_DAPHNIATOX_SECTION,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,,,nanoreg_mined,,,108.7,3.9637704559137052,EC_DAPHNIATOX_SECTION,
SWCNT 2 nm,Multi-Walled Carbon Nanotube,2.0,,,,nanoreg_mined,,,49.7,4.303643611266668,EC_DAPHNIATOX_SECTION,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,,,nanoreg_mined,,,0.867,6.06198090252379,EC_DAPHNIATOX_SECTION,
NM-100 (TiO2 110 nm),Titanium Dioxide,110.0,,,,nanoreg_mined,,,661.7,3.1793388653564043,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,0.093,7.031517051446065,EC_DAPHNIATOX_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,,43.09,4.365623505911632,EC_DAPHNIATOX_SECTION,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,,,nanoreg_mined,,,0.112,6.950781977329818,EC_DAPHNIATOX_SECTION,
NM-103 (TiO2 24.7 nm),Titanium Dioxide,24.7,,,,nanoreg_mined,,,11.34,4.945386945443112,EC_DAPHNIATOX_SECTION,
Ag 16.7 nm,Silver,16.7,,,,nanoreg_mined,,,0.01,8.0,EC_DAPHNIATOX_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,15.7523622311372,,4.8026543099999985,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,82.4452482416597,,4.08383437,ENM_0000068_SECTION,
NM-200 (silica 18.3 nm),Silicon Dioxide,18.3,,,,nanoreg_mined,,166.467937976448,,3.778669400000001,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,14.9679026539368,,4.82483905,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,18.7107402602334,,4.72790903,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,16.8334122725447,,4.77382784,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,2035.40524824018,,,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,4.2190515325924e-18,,23.374785170000003,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,17.6224598593553,,4.75393347,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-101 (TiO2 6 nm),Titanium Dioxide,6.0,,,,nanoreg_mined,,40.7690911503108,,4.38966897,ENM_0000068_SECTION,
NM-110 (ZnO 147 nm),Zinc Oxide,147.0,,,,nanoreg_mined,,20.6851921727697,,4.684340440000001,ENM_0000068_SECTION,
NM-100 (Titanium Dioxide),Titanium Dioxide,,,,,nanoreg_mined,,,42.53,4.371304617285976,SOP-Toxicity Test with C. elegans,
NM-100 (Titanium Dioxide),Titanium Dioxide,,,,,nanoreg_mined,,,27.24,4.564792896759252,SOP-Toxicity Test with C. elegans,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,42.53,4.371304617285976,SOP-Toxicity Test with C. elegans,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,27.24,4.564792896759252,SOP-Toxicity Test with C. elegans,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,42.53,4.371304617285976,EC_SOILDWELLINGTOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,27.24,4.564792896759252,EC_SOILDWELLINGTOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,16.3,4.787812395596042,NANoREG D4.12 Accumulation potential and aquatic toxicity,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,7.77,5.1095789811990855,NANoREG D4.12 Accumulation potential and aquatic toxicity,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,16.3,4.787812395596042,EC_SOILDWELLINGTOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,7.77,5.1095789811990855,EC_SOILDWELLINGTOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,2.05,5.688246138944246,EC_DAPHNIATOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,1.74,5.7594507517174005,EC_DAPHNIATOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,0.03,7.522878745280337,EC_DAPHNIATOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,,0.02,7.698970004336019,EC_DAPHNIATOX_SECTION,
Unknown Nanomaterial,Nanomaterial,,-12.8,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-8.6,,,nanoreg_mined,,,,,,
Unknown Nanomaterial,Nanomaterial,,-19.4,,,nanoreg_mined,,,,,,
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,,,,nanoreg_mined,,,33.84,4.470569645633014,EC_DAPHNIATOX_SECTION,
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,,,,nanoreg_mined,,,32.76,4.484656106911619,EC_DAPHNIATOX_SECTION,
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,,,,nanoreg_mined,,,0.01,8.0,EC_DAPHNIATOX_SECTION,
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,-13.8,,,nanoreg_mined,,,,,,
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,-15.1,,,nanoreg_mined,,,,,,
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,,,,nanoreg_mined,,,33.84,4.470569645633014,SOP-Toxicity Test with Daphnia magna (without NOM),
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,,,,nanoreg_mined,,,32.76,4.484656106911619,SOP-Toxicity Test with Daphnia magna (without NOM),
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,,,,nanoreg_mined,,,0.01,8.0,SOP-Toxicity Test with Daphnia magna (without NOM),
"NM-212 Cerium (IV) Oxide precipitated, uncoated",Cerium Dioxide,,-8.98,,,nanoreg_mined,,,,,,
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,47.87,4.319936572518052,SOP-Toxicity Test with Daphnia magna (without NOM),
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,38.09,4.419189027339054,SOP-Toxicity Test with Daphnia magna (without NOM),
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,5.66,5.247183568811729,SOP-Toxicity Test with Daphnia magna (without NOM),
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,4.38,5.3585258894959,SOP-Toxicity Test with Daphnia magna (without NOM),
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,-20.6,,,nanoreg_mined,,,,,,
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,47.87,4.319936572518052,EC_DAPHNIATOX_SECTION,
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,38.09,4.419189027339054,EC_DAPHNIATOX_SECTION,
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,5.66,5.247183568811729,EC_DAPHNIATOX_SECTION,
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,,,,nanoreg_mined,,,4.38,5.3585258894959,EC_DAPHNIATOX_SECTION,
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,-25.1,,,nanoreg_mined,,,,,,
NM-401 (Multi-walled carbon nanotubes),Multi-Walled Carbon Nanotube,,-24.7,,,nanoreg_mined,,,,,,
NM-103 (Titanium Dioxide),Titanium Dioxide,,,,,nanoreg_mined,,,0.27,6.568636235841013,SOP-Toxicity Test with Microalgae P.subcapitata (without NOM),
NM-103 (Titanium Dioxide),Titanium Dioxide,,,,,nanoreg_mined,,,0.15,6.823908740944319,SOP-Toxicity Test with Microalgae P.subcapitata (without NOM),
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.028,7.552841968657781,EC_DAPHNIATOX_SECTION,
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.018,7.7447274948966935,EC_DAPHNIATOX_SECTION,
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.006,8.221848749616356,EC_DAPHNIATOX_SECTION,
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.004,8.397940008672037,EC_DAPHNIATOX_SECTION,
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.02,7.698970004336019,EC_DAPHNIATOX_SECTION,
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.005,8.301029995663981,EC_DAPHNIATOX_SECTION,
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.021,7.6777807052660805,SOP-Toxicity Test with Microalgae P.subcapitata (without NOM),
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.013,7.886056647693163,SOP-Toxicity Test with Microalgae P.subcapitata (without NOM),
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.011,7.958607314841775,SOP-Toxicity Test with Microalgae P.subcapitata (without NOM),
JRCNM03000a,Nanomaterial,,,,,nanoreg_mined,,,0.002,8.698970004336019,SOP-Toxicity Test with Microalgae P.subcapitata (without NOM),
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,7.7,5.113509274827519,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,4.68,5.329754146925876,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,4.9,5.309803919971486,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,1.76,5.7544873321858505,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,7.7,5.113509274827519,EC_ALGAETOX_SECTION,
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,4.68,5.329754146925876,EC_ALGAETOX_SECTION,
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,4.9,5.309803919971486,EC_ALGAETOX_SECTION,
NM-300K,Nanomaterial,,,,,nanoreg_mined,,,1.76,5.7544873321858505,EC_ALGAETOX_SECTION,
NM-302,Nanomaterial,,,,,nanoreg_mined,,,0.12758,6.894217402185558,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-302,Nanomaterial,,,,,nanoreg_mined,,,0.08583,7.066360887475075,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-302,Nanomaterial,,,,,nanoreg_mined,,,0.07633,7.117304737618403,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-302,Nanomaterial,,,,,nanoreg_mined,,,0.06308,7.200108315343135,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
NM-302,Nanomaterial,,,,,nanoreg_mined,,,0.0405,7.392544976785332,SOP-Toxicity Test with Pseudokirchneriella subcapitata,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,41.26,,4.384470776362868,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,77.91,,4.108406795651035,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,17.85,,4.748361779551788,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,86.68,,4.06208109735222,ENM_0000068_SECTION,
NM-201 Synthetic Amorphous Silica PR-B-01,Silicon Dioxide,,,,,nanoreg_mined,,7.75,,5.110698297493689,ENM_0000068_SECTION,
NM-202 Synthetic Amorphous Silica PY-AB-03,Silicon Dioxide,,,,,literature_mined,CFE_GAIKER categorised 15_05_19.xlsx,67.92,,4.168002322764104,Nanoreg CFE PROTOCOL,
NM-202 Synthetic Amorphous Silica PY-AB-03,Silicon Dioxide,,,,,literature_mined,CFE_GAIKER categorised 15_05_19.xlsx,98.21,,4.007844288957384,Nanoreg CFE PROTOCOL,
"NM-110 Zinc Oxide, uncoated",Zinc Oxide,,,,,nanoreg_mined,,21.3,,4.671620396561262,ENM_0000068_SECTION,
"NM-110 Zinc Oxide, uncoated",Zinc Oxide,,,,,nanoreg_mined,,32.95,,4.482144581069972,ENM_0000068_SECTION,
"NM-110 Zinc Oxide, uncoated",Zinc Oxide,,,,,nanoreg_mined,,38.16,,4.418391633967943,ENM_0000068_SECTION,
NM-201 Synthetic Amorphous Silica PR-B-01,Silicon Dioxide,,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-201 Synthetic Amorphous Silica PR-B-01,Silicon Dioxide,,,,,nanoreg_mined,,3.16,,5.5003129173815966,ENM_0000068_SECTION,
NM-201 Synthetic Amorphous Silica PR-B-01,Silicon Dioxide,,,,,nanoreg_mined,,100.0,,4.0,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-201 Synthetic Amorphous Silica PR-B-01,Silicon Dioxide,,,,,nanoreg_mined,,5.39,,5.268411234813262,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-201 Synthetic Amorphous Silica PR-B-01,Silicon Dioxide,,,,,nanoreg_mined,,4.15,,5.3819519032879075,ENM_0000068_SECTION,
NM-202 Synthetic Amorphous Silica PY-AB-03,Silicon Dioxide,,,,,nanoreg_mined,,100.0,,4.0,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-202 Synthetic Amorphous Silica PY-AB-03,Silicon Dioxide,,,,,nanoreg_mined,,5.15,,5.288192770958809,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-202 Synthetic Amorphous Silica PY-AB-03,Silicon Dioxide,,,,,nanoreg_mined,,3.92,,5.406713932979542,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-202 Synthetic Amorphous Silica PY-AB-03,Silicon Dioxide,,,,,nanoreg_mined,,3.04,,5.517126416391246,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-204 Synthetic Amorphous Silica PR-A-05,Silicon Dioxide,,,,,nanoreg_mined,,100.0,,4.0,ENM_0000068_SECTION,
NM-204 Synthetic Amorphous Silica PR-A-05,Silicon Dioxide,,,,,nanoreg_mined,,2.51,,5.600326278518962,ENM_0000068_SECTION,
NM-204 Synthetic Amorphous Silica PR-A-05,Silicon Dioxide,,,,,nanoreg_mined,,2.77,,5.557520230935552,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,21.11,,4.675511766692344,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,36.48,,4.437945170343622,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,4.93,,5.30715308072277,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,24.01,,4.619607839942972,ENM_0000068_SECTION,
Unknown Nanomaterial,Nanomaterial,,,,,nanoreg_mined,,3.8,,5.42021640338319,ENM_0000068_SECTION,
NM-112 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,50.62,,4.295677859177765,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-112 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,3.96,,5.402304814074488,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-112 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,17.57,,4.755228238504705,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-112 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,2.86,,5.543633966870957,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-112 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,18.1,,4.7423214251308154,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-112 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,3.37,,5.4723700991286615,EU FP7 project NanoValid. Developing Reference Methods for Nanomaterials - MTS cell viability assay   ,
NM-113 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,45.96,,4.337619979983752,ENM_0000068_SECTION,
NM-113 Zinc Oxide,Zinc Oxide,,,,,nanoreg_mined,,2.4,,5.619788758288394,ENM_0000068_SECTION,
